                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                      0,                 85.544,                      0,                      0,                      0,                      0,                      0,                      0,                 60.875,                      0,              0.0016139,              0.0016139,              0.0016139
                     42,                      0,                 83.752,                      0,                      0,                      0,                      0,                      0,                      0,                 69.562,                      0,               0.001604,               0.001604,               0.001604
                     43,                      0,                 80.401,                      0,                      0,                      0,                      0,                      0,                      0,                 68.812,                      0,              0.0015941,              0.0015941,              0.0015941
                     44,                      0,                  79.59,                      0,                      0,                      0,                      0,                      0,                      0,                 65.375,                      0,              0.0015842,              0.0015842,              0.0015842
                     45,                      0,                 75.975,                      0,                      0,                      0,                      0,                      0,                      0,                 64.625,                      0,              0.0015743,              0.0015743,              0.0015743
                     46,                      0,                 73.596,                      0,                      0,                      0,                      0,                      0,                      0,                 66.188,                      0,              0.0015644,              0.0015644,              0.0015644
                     47,                      0,                 71.616,                      0,                      0,                      0,                      0,                      0,                      0,                 66.062,                      0,              0.0015545,              0.0015545,              0.0015545
                     48,                      0,                 68.864,                      0,                      0,                      0,                      0,                      0,                      0,                 66.938,                      0,              0.0015446,              0.0015446,              0.0015446
                     49,                      0,                 66.624,                      0,                      0,                      0,                      0,                      0,                      0,                 67.812,                      0,              0.0015347,              0.0015347,              0.0015347
                     50,                      0,                 64.171,                      0,                      0,                      0,                      0,                      0,                      0,                 67.938,                      0,              0.0015248,              0.0015248,              0.0015248
                     51,                      0,                 62.297,                      0,                      0,                      0,                      0,                      0,                      0,                 68.375,                      0,              0.0015149,              0.0015149,              0.0015149
                     52,                      0,                 60.036,                      0,                      0,                      0,                      0,                      0,                      0,                  66.25,                      0,               0.001505,               0.001505,               0.001505
                     53,                      0,                 57.755,                      0,                      0,                      0,                      0,                      0,                      0,                 61.812,                      0,              0.0014951,              0.0014951,              0.0014951
                     54,                      0,                 55.652,                      0,                      0,                      0,                      0,                      0,                      0,                 56.844,                      0,              0.0014852,              0.0014852,              0.0014852
                     55,                      0,                 54.347,                      0,                      0,                      0,                      0,                      0,                      0,                 49.938,                      0,              0.0014753,              0.0014753,              0.0014753
                     56,                      0,                 52.267,                      0,                      0,                      0,                      0,                      0,                      0,                  48.25,                      0,              0.0014654,              0.0014654,              0.0014654
                     57,                      0,                 50.483,                      0,                      0,                      0,                      0,                      0,                      0,                 49.094,                      0,              0.0014555,              0.0014555,              0.0014555
                     58,                      0,                  48.73,                      0,                      0,                      0,                      0,                      0,                      0,                 42.812,                      0,              0.0014456,              0.0014456,              0.0014456
                     59,                      0,                 47.039,                      0,                      0,                      0,                      0,                      0,                      0,                 36.156,                      0,              0.0014357,              0.0014357,              0.0014357
                     60,                      0,                 45.262,                      0,                      0,                      0,                      0,                      0,                      0,                 33.594,                      0,              0.0014258,              0.0014258,              0.0014258
                     61,                      0,                 44.012,                      0,                      0,                      0,                      0,                      0,                      0,                 29.875,                      0,              0.0014159,              0.0014159,              0.0014159
                     62,                      0,                  42.41,                      0,                      0,                      0,                      0,                      0,                      0,                 28.281,                      0,               0.001406,               0.001406,               0.001406
                     63,                      0,                 41.158,                      0,                      0,                      0,                      0,                      0,                      0,                 21.766,                      0,              0.0013961,              0.0013961,              0.0013961
                     64,                      0,                 39.805,                      0,                      0,                      0,                      0,                      0,                      0,                 20.734,                      0,              0.0013862,              0.0013862,              0.0013862
                     65,                      0,                 38.473,                      0,                      0,                      0,                      0,                      0,                      0,                 20.469,                      0,              0.0013763,              0.0013763,              0.0013763
                     66,                      0,                  36.96,                      0,                      0,                      0,                      0,                      0,                      0,                 19.891,                      0,              0.0013664,              0.0013664,              0.0013664
                     67,                      0,                 35.871,                      0,                      0,                      0,                      0,                      0,                      0,                 18.375,                      0,              0.0013565,              0.0013565,              0.0013565
                     68,                      0,                 34.478,                      0,                      0,                      0,                      0,                      0,                      0,                 18.125,                      0,              0.0013466,              0.0013466,              0.0013466
                     69,                      0,                 33.467,                      0,                      0,                      0,                      0,                      0,                      0,                 17.984,                      0,              0.0013367,              0.0013367,              0.0013367
                     70,                      0,                 32.135,                      0,                      0,                      0,                      0,                      0,                      0,                 17.375,                      0,              0.0013268,              0.0013268,              0.0013268
                     71,                      0,                 31.054,                      0,                      0,                      0,                      0,                      0,                      0,                 11.977,                      0,              0.0013169,              0.0013169,              0.0013169
                     72,                      0,                 29.924,                      0,                      0,                      0,                      0,                      0,                      0,                 11.023,                      0,               0.001307,               0.001307,               0.001307
                     73,                      0,                 28.927,                      0,                      0,                      0,                      0,                      0,                      0,                 9.9609,                      0,              0.0012971,              0.0012971,              0.0012971
                     74,                      0,                 27.952,                      0,                      0,                      0,                      0,                      0,                      0,                 9.5703,                      0,              0.0012872,              0.0012872,              0.0012872
                     75,                      0,                 26.924,                      0,                      0,                      0,                      0,                      0,                      0,                  9.875,                      0,              0.0012773,              0.0012773,              0.0012773
                     76,                      0,                 25.951,                      0,                      0,                      0,                      0,                      0,                      0,                 9.2578,                      0,              0.0012674,              0.0012674,              0.0012674
                     77,                      0,                 25.127,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0859,                      0,              0.0012575,              0.0012575,              0.0012575
                     78,                      0,                 24.302,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0547,                      0,              0.0012476,              0.0012476,              0.0012476
                     79,                      0,                 23.355,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0547,                      0,              0.0012377,              0.0012377,              0.0012377
                     80,                      0,                 22.555,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0469,                      0,              0.0012278,              0.0012278,              0.0012278
                     81,                      0,                  21.89,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0859,                      0,              0.0012179,              0.0012179,              0.0012179
                     82,                      0,                 21.064,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0938,                      0,               0.001208,               0.001208,               0.001208
                     83,                      0,                 20.331,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0156,                      0,              0.0011981,              0.0011981,              0.0011981
                     84,                      0,                 19.712,                      0,                      0,                      0,                      0,                      0,                      0,                      9,                      0,              0.0011882,              0.0011882,              0.0011882
                     85,                      0,                 19.024,                      0,                      0,                      0,                      0,                      0,                      0,                      9,                      0,              0.0011783,              0.0011783,              0.0011783
                     86,                      0,                 18.495,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0234,                      0,              0.0011684,              0.0011684,              0.0011684
                     87,                      0,                 17.738,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0547,                      0,              0.0011585,              0.0011585,              0.0011585
                     88,                      0,                 17.237,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0312,                      0,              0.0011486,              0.0011486,              0.0011486
                     89,                      0,                 16.594,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0234,                      0,              0.0011387,              0.0011387,              0.0011387
                     90,                      0,                 16.153,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0234,                      0,              0.0011288,              0.0011288,              0.0011288
                     91,                      0,                 15.548,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0391,                      0,              0.0011189,              0.0011189,              0.0011189
                     92,                      0,                 15.146,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0938,                      0,               0.001109,               0.001109,               0.001109
                     93,                      0,                 14.691,                      0,                      0,                      0,                      0,                      0,                      0,                 8.7656,                      0,              0.0010991,              0.0010991,              0.0010991
                     94,                      0,                  14.26,                      0,                      0,                      0,                      0,                      0,                      0,                  8.625,                      0,              0.0010892,              0.0010892,              0.0010892
                     95,                      0,                 13.702,                      0,                      0,                      0,                      0,                      0,                      0,                 8.9375,                      0,              0.0010793,              0.0010793,              0.0010793
                     96,                      0,                 13.316,                      0,                      0,                      0,                      0,                      0,                      0,                 7.9258,                      0,              0.0010694,              0.0010694,              0.0010694
                     97,                      0,                 12.848,                      0,                      0,                      0,                      0,                      0,                      0,                 6.8438,                      0,              0.0010595,              0.0010595,              0.0010595
